"weekly","doc_category","doc_source_type","country","term_category","term","count"
"2017-10-09 00:00:00-03","Agroalimentar","News","Brasil","Agroalimentar","Processos","1"
"2017-10-09 00:00:00-03","Agroalimentar","News","México","Agroalimentar","Processos","1"
"2017-10-09 00:00:00-03","CeluloseEPapel","News","China","Celulose e Papel","Sustentabilidade","1"
"2017-10-09 00:00:00-03","CeluloseEPapel","News","Colômbia","Celulose e Papel","Sustentabilidade","1"
"2017-10-09 00:00:00-03","CeluloseEPapel","News","Finlândia","Celulose e Papel","Sustentabilidade","1"
"2017-10-09 00:00:00-03","CeluloseEPapel","News","Japão","Celulose e Papel","Sustentabilidade","1"
"2017-10-09 00:00:00-03","CeluloseEPapel","News","Países Baixos","Celulose e Papel","Sustentabilidade","1"
"2017-10-09 00:00:00-03","CeluloseEPapel","News","Rússia","Celulose e Papel","Sustentabilidade","1"
"2017-10-09 00:00:00-03","CeluloseEPapel","News","Suécia","Celulose e Papel","Sustentabilidade","1"
"2017-10-09 00:00:00-03","CeluloseEPapel","News","Índia","Celulose e Papel","Sustentabilidade","1"
"2017-10-09 00:00:00-03","EconomiaDoMar","News","Açores","Recursos Oceanicos","Biotecnologia Marinha","1"
"2017-10-09 00:00:00-03","EconomiaDoMar","News","Islândia","Recursos Oceanicos","Biotecnologia Marinha","1"
"2017-10-09 00:00:00-03","EconomiaDoMar","News","Liechtenstein","Recursos Oceanicos","Biotecnologia Marinha","1"
"2017-10-09 00:00:00-03","EconomiaDoMar","News","Noruega","Recursos Oceanicos","Biotecnologia Marinha","1"
"2017-10-09 00:00:00-03","EconomiaDoMar","News","Portugal","Recursos Oceanicos","Biotecnologia Marinha","1"
"2017-10-09 00:00:00-03","Energia","News","Alemanha","Energia","Eficiencia energetica","2"
"2017-10-09 00:00:00-03","Energia","News","Austrália","Energia","Eficiencia energetica","1"
"2017-10-09 00:00:00-03","Energia","News","Brasil","Energia","Eficiencia energetica","3"
"2017-10-09 00:00:00-03","Energia","News","China","Energia","Eficiencia energetica","1"
"2017-10-09 00:00:00-03","Energia","News","Estados Unidos","Energia","Eficiencia energetica","1"
"2017-10-09 00:00:00-03","Energia","News","Irã","Energia","Eficiencia energetica","2"
"2017-10-09 00:00:00-03","Energia","News","Alemanha","Energia","Energias Renovaveis","1"
"2017-10-09 00:00:00-03","Energia","News","Austrália","Energia","Energias Renovaveis","1"
"2017-10-09 00:00:00-03","Energia","News","Brasil","Energia","Energias Renovaveis","1"
"2017-10-09 00:00:00-03","Energia","News","Estados Unidos","Energia","Energias Renovaveis","1"
"2017-10-09 00:00:00-03","Energia","News","Alemanha","Energia solar","Energia solar fotovoltaica","1"
"2017-10-09 00:00:00-03","Energia","News","Austrália","Energia solar","Energia solar fotovoltaica","1"
"2017-10-09 00:00:00-03","Energia","News","Brasil","Energia solar","Energia solar fotovoltaica","1"
"2017-10-09 00:00:00-03","Energia","News","Estados Unidos","Energia solar","Energia solar fotovoltaica","1"
"2017-10-09 00:00:00-03","Energia","News","Alemanha","Energias Renovaveis","Biomassa","1"
"2017-10-09 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Biomassa","1"
"2017-10-09 00:00:00-03","Energia","News","Alemanha","Energias Renovaveis","Energia solar","1"
"2017-10-09 00:00:00-03","Energia","News","Austrália","Energias Renovaveis","Energia solar","1"
"2017-10-09 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Energia solar","2"
"2017-10-09 00:00:00-03","Energia","News","Estados Unidos","Energias Renovaveis","Energia solar","1"
"2017-10-09 00:00:00-03","Energia","News","Irã","Energias Renovaveis","Energia solar","1"
"2017-10-09 00:00:00-03","Energia","News","Austrália","Energias nao Renovaveis","Gas de xisto","1"
"2017-10-09 00:00:00-03","Energia","News","Bolívia","Energias nao Renovaveis","Gas de xisto","1"
"2017-10-09 00:00:00-03","Energia","News","Brasil","Energias nao Renovaveis","Gas de xisto","1"
"2017-10-09 00:00:00-03","Energia","News","Equador","Energias nao Renovaveis","Gas de xisto","1"
"2017-10-09 00:00:00-03","Energia","News","Paraguai","Energias nao Renovaveis","Gas de xisto","1"
"2017-10-09 00:00:00-03","Energia","News","Peru","Energias nao Renovaveis","Gas de xisto","1"
"2017-10-09 00:00:00-03","Energia","News","Rússia","Energias nao Renovaveis","Gas de xisto","1"
"2017-10-09 00:00:00-03","Energia","News","Uruguai","Energias nao Renovaveis","Gas de xisto","1"
"2017-10-09 00:00:00-03","IndustriasEmergentes","News","Brasil","Industria Automobilistica","Eficiencia Energetica","1"
"2017-10-09 00:00:00-03","MeioAmbiente","News","Bélgica","Uso Racional dos Recursos Naturais","Recursos Hidricos","1"
"2017-10-09 00:00:00-03","Saude","News","China","Medicina","Equipamentos medicos","1"
"2017-10-09 00:00:00-03","Saude","News","Cingapura","Medicina","Equipamentos medicos","1"
"2017-10-09 00:00:00-03","Saude","News","Brasil","Saude","Bem-estar","1"
"2017-10-09 00:00:00-03","Saude","News","Brasil","Saude","Cuidado de saude","4"
"2017-10-09 00:00:00-03","Saude","News","Colômbia","Saude","Cuidado de saude","1"
"2017-10-09 00:00:00-03","Saude","News","Equador","Saude","Cuidado de saude","1"
"2017-10-09 00:00:00-03","Saude","News","Israel","Saude","Cuidado de saude","1"
"2017-10-09 00:00:00-03","Saude","News","México","Saude","Cuidado de saude","1"
"2017-10-09 00:00:00-03","Saude","News","Portugal","Saude","Cuidado de saude","1"
"2017-10-09 00:00:00-03","Saude","News","Austrália","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","Brasil","Saude","Doencas Cronicas","2"
"2017-10-09 00:00:00-03","Saude","News","Canadá","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","Estados Unidos","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","Grécia","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","Ilhas Cook","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","Irlanda","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","Malta","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","Mirconésia","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","Nova Zelândia","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","Reino Unido","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","Índia","Saude","Doencas Cronicas","1"
"2017-10-09 00:00:00-03","Saude","News","China","Saude","Inteligencia Artificial","1"
"2017-10-09 00:00:00-03","Saude","News","Irã","Saude","Inteligencia Artificial","1"
"2017-10-09 00:00:00-03","Saude","News","Israel","Saude","Inteligencia Artificial","1"
"2017-10-09 00:00:00-03","Saude","News","Reino Unido","Saude","Inteligencia Artificial","1"
"2017-10-09 00:00:00-03","Saude","News","Índia","Saude","Inteligencia Artificial","1"
"2017-10-09 00:00:00-03","Saude","News","Austrália","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Brasil","Saude","Saude Publica","2"
"2017-10-09 00:00:00-03","Saude","News","Canadá","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Estados Unidos","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Grécia","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Ilhas Cook","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Irlanda","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Malta","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Mirconésia","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Nova Zelândia","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Reino Unido","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Índia","Saude","Saude Publica","1"
"2017-10-09 00:00:00-03","Saude","News","Brasil","Saude","Saude digital","1"
"2017-10-09 00:00:00-03","Saude","News","Canadá","Saude","Saude digital","1"
"2017-10-09 00:00:00-03","Saude","News","China","Saude","Saude digital","2"
"2017-10-09 00:00:00-03","Saude","News","Cingapura","Saude","Saude digital","1"
"2017-10-09 00:00:00-03","Saude","News","Colômbia","Saude","Saude digital","1"
"2017-10-09 00:00:00-03","Saude","News","Irã","Saude","Saude digital","1"
"2017-10-09 00:00:00-03","Saude","News","Reino Unido","Saude","Saude digital","1"
"2017-10-09 00:00:00-03","Saude","News","Índia","Saude","Saude digital","1"
"2017-10-09 00:00:00-03","Saude","News","Brasil","Saude","Sistema de saude","1"
"2017-10-09 00:00:00-03","Saude","News","Israel","Saude","Sistema de saude","1"
"2017-10-09 00:00:00-03","Saude","News","Brasil","Saude","Tecnologias vestiveis","1"
"2017-10-09 00:00:00-03","Tic","News","China","Banco de Dados","Big Data","2"
"2017-10-09 00:00:00-03","Tic","News","Estados Unidos","Banco de Dados","Big Data","2"
"2017-10-09 00:00:00-03","Tic","News","Irlanda","Banco de Dados","Big Data","2"
"2017-10-09 00:00:00-03","Tic","News","Polônia","Dispositivos Móveis","Internet and Mobile","1"
"2017-10-09 00:00:00-03","Tic","News","Quênia","Dispositivos Móveis","Smartphone","1"
"2017-10-09 00:00:00-03","Tic","News","Índia","Dispositivos Móveis","Smartphone","1"
"2017-10-09 00:00:00-03","Tic","News","Geórgia","Empreendedorismo","E-Commerce","2"
"2017-10-09 00:00:00-03","Tic","News","México","Empreendedorismo","E-Commerce","2"
"2017-10-09 00:00:00-03","Tic","News","Alemanha","Sistemas Distribuidos","IoT","2"
"2017-10-09 00:00:00-03","Tic","News","China","Sistemas Distribuidos","IoT","2"
"2017-10-09 00:00:00-03","Tic","News","Estados Unidos","Sistemas Distribuidos","IoT","2"
"2017-10-09 00:00:00-03","Tic","News","França","Sistemas Distribuidos","IoT","1"
"2017-10-09 00:00:00-03","Tic","News","Irlanda","Sistemas Distribuidos","IoT","2"
"2017-10-09 00:00:00-03","Tic","News","Portugal","Sistemas Distribuidos","IoT","1"
"2017-10-09 00:00:00-03","Tic","News","Reino Unido","Sistemas Distribuidos","IoT","1"
"2017-10-09 00:00:00-03","Tic","News","Austrália","TIC","Inteligência Artificial","1"
"2017-10-09 00:00:00-03","Tic","News","Brasil","TIC","Inteligência Artificial","1"
"2017-10-09 00:00:00-03","Tic","News","China","TIC","Inteligência Artificial","2"
"2017-10-09 00:00:00-03","Tic","News","Estados Unidos","TIC","Inteligência Artificial","2"
"2017-10-09 00:00:00-03","Tic","News","Inglaterra","TIC","Inteligência Artificial","1"
"2017-10-09 00:00:00-03","Tic","News","Irlanda","TIC","Inteligência Artificial","2"
"2017-10-09 00:00:00-03","Tic","News","Irã","TIC","Inteligência Artificial","1"
"2017-10-09 00:00:00-03","Tic","News","Japão","TIC","Inteligência Artificial","1"
"2017-10-09 00:00:00-03","Tic","News","Quênia","TIC","Inteligência Artificial","1"
"2017-10-09 00:00:00-03","Tic","News","Reino Unido","TIC","Inteligência Artificial","1"
"2017-10-09 00:00:00-03","Tic","News","Índia","TIC","Inteligência Artificial","2"
"2017-10-09 00:00:00-03","Tic","News","Austrália","TIC","Robótica","1"
"2017-10-16 00:00:00-03","Agroalimentar","News","Brasil","Agroalimentar","Processos","2"
"2017-10-16 00:00:00-03","Agroalimentar","News","Espanha","Agroalimentar","Processos","1"
"2017-10-16 00:00:00-03","Agroalimentar","News","Estados Unidos","Agroalimentar","Processos","1"
"2017-10-16 00:00:00-03","Agroalimentar","News","Irã","Agroalimentar","Processos","1"
"2017-10-16 00:00:00-03","Agroalimentar","News","Índia","Agroalimentar","Processos","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","Alemanha","Bens de Capital","Automacao","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","Canadá","Bens de Capital","Automacao","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","Alemanha","Bens de Capital","Manufatura aditiva","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","China","Bens de Capital","Manufatura aditiva","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","Jordânia","Bens de Capital","Manufatura aditiva","2"
"2017-10-16 00:00:00-03","BensDeCapital","News","Países Baixos","Bens de Capital","Sustentabilidade","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","Albânia","Manufatura aditiva","Impressao 3D","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","Alemanha","Manufatura aditiva","Impressao 3D","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","China","Manufatura aditiva","Impressao 3D","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","Cingapura","Manufatura aditiva","Impressao 3D","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","França","Manufatura aditiva","Impressao 3D","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","Jordânia","Manufatura aditiva","Impressao 3D","2"
"2017-10-16 00:00:00-03","BensDeCapital","News","Países Baixos","Manufatura aditiva","Impressao 3D","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","China","Nanotecnologia","Revestimento e aditivo","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","China","Novos Materiais","Polimero","1"
"2017-10-16 00:00:00-03","BensDeCapital","News","Países Baixos","Producao mais limpa","Reutilizacao","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Brasil","Celulose e Papel","Biotecnologia","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","China","Celulose e Papel","Biotecnologia","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Colômbia","Celulose e Papel","Biotecnologia","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Estados Unidos","Celulose e Papel","Biotecnologia","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Finlândia","Celulose e Papel","Biotecnologia","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Hungria","Celulose e Papel","Biotecnologia","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Suécia","Celulose e Papel","Biotecnologia","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Turquia","Celulose e Papel","Biotecnologia","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","China","Celulose e Papel","Geracao de Energia Renovavel","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Colômbia","Celulose e Papel","Geracao de Energia Renovavel","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Finlândia","Celulose e Papel","Geracao de Energia Renovavel","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Hungria","Celulose e Papel","Geracao de Energia Renovavel","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Jordânia","Celulose e Papel","Geracao de Energia Renovavel","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Suécia","Celulose e Papel","Geracao de Energia Renovavel","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Turquia","Celulose e Papel","Geracao de Energia Renovavel","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","China","Celulose e Papel","Nanotecnologia","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Colômbia","Celulose e Papel","Nanotecnologia","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Finlândia","Celulose e Papel","Nanotecnologia","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Hungria","Celulose e Papel","Nanotecnologia","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Suécia","Celulose e Papel","Nanotecnologia","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Turquia","Celulose e Papel","Nanotecnologia","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","China","Celulose e Papel","Papeis e Embalagens Inteligentes","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Colômbia","Celulose e Papel","Papeis e Embalagens Inteligentes","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Finlândia","Celulose e Papel","Papeis e Embalagens Inteligentes","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Hungria","Celulose e Papel","Papeis e Embalagens Inteligentes","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Suécia","Celulose e Papel","Papeis e Embalagens Inteligentes","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Turquia","Celulose e Papel","Papeis e Embalagens Inteligentes","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Alemanha","Celulose e Papel","Sustentabilidade","12"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Argentina","Celulose e Papel","Sustentabilidade","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Austrália","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Brasil","Celulose e Papel","Sustentabilidade","7"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Bulgária","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Bélgica","Celulose e Papel","Sustentabilidade","3"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Canadá","Celulose e Papel","Sustentabilidade","8"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Chade","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Chile","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","China","Celulose e Papel","Sustentabilidade","198"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Cingapura","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Colômbia","Celulose e Papel","Sustentabilidade","197"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Dinamarca","Celulose e Papel","Sustentabilidade","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Egito","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Emirados Árabes Unidos","Celulose e Papel","Sustentabilidade","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Eslováquia","Celulose e Papel","Sustentabilidade","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Eslovênia","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Espanha","Celulose e Papel","Sustentabilidade","4"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Estados Unidos","Celulose e Papel","Sustentabilidade","3"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Finlândia","Celulose e Papel","Sustentabilidade","199"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","França","Celulose e Papel","Sustentabilidade","11"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Geórgia","Celulose e Papel","Sustentabilidade","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Grécia","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Hong Kong","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Hungria","Celulose e Papel","Sustentabilidade","137"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Indonésia","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Irlanda","Celulose e Papel","Sustentabilidade","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Irã","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Itália","Celulose e Papel","Sustentabilidade","9"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Japão","Celulose e Papel","Sustentabilidade","32"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Jordânia","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Marrocos","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Moçambique","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","México","Celulose e Papel","Sustentabilidade","6"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Namíbia","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Omã","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Paquistão","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Países Baixos","Celulose e Papel","Sustentabilidade","27"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Polônia","Celulose e Papel","Sustentabilidade","5"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Portugal","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Romênia","Celulose e Papel","Sustentabilidade","2"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Rússia","Celulose e Papel","Sustentabilidade","3"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Senegal","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Suécia","Celulose e Papel","Sustentabilidade","189"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Suíça","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Tailândia","Celulose e Papel","Sustentabilidade","3"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Taiwan","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Tunísia","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Turquia","Celulose e Papel","Sustentabilidade","114"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Uruguai","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Vietnã","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Zimbábue","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","África do Sul","Celulose e Papel","Sustentabilidade","1"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Áustria","Celulose e Papel","Sustentabilidade","4"
"2017-10-16 00:00:00-03","CeluloseEPapel","News","Índia","Celulose e Papel","Sustentabilidade","27"
"2017-10-16 00:00:00-03","Ceramica","News","Dinamarca","Ceramica","Design","1"
"2017-10-16 00:00:00-03","Ceramica","News","Dinamarca","Robotica e automacao","Ceramica funcional e inteligente","1"
"2017-10-16 00:00:00-03","Energia","News","Alemanha","Energia","Eficiencia energetica","2"
"2017-10-16 00:00:00-03","Energia","News","Brasil","Energia","Eficiencia energetica","3"
"2017-10-16 00:00:00-03","Energia","News","China","Energia","Eficiencia energetica","1"
"2017-10-16 00:00:00-03","Energia","News","Espanha","Energia","Eficiencia energetica","1"
"2017-10-16 00:00:00-03","Energia","News","Holanda","Energia","Eficiencia energetica","1"
"2017-10-16 00:00:00-03","Energia","News","México","Energia","Eficiencia energetica","1"
"2017-10-16 00:00:00-03","Energia","News","Suécia","Energia","Eficiencia energetica","1"
"2017-10-16 00:00:00-03","Energia","News","Índia","Energia","Eficiencia energetica","1"
"2017-10-16 00:00:00-03","Energia","News","Alemanha","Energia","Energias Renovaveis","2"
"2017-10-16 00:00:00-03","Energia","News","Brasil","Energia","Energias Renovaveis","2"
"2017-10-16 00:00:00-03","Energia","News","Espanha","Energia","Energias Renovaveis","1"
"2017-10-16 00:00:00-03","Energia","News","Holanda","Energia","Energias Renovaveis","1"
"2017-10-16 00:00:00-03","Energia","News","Suécia","Energia","Energias Renovaveis","1"
"2017-10-16 00:00:00-03","Energia","News","Alemanha","Energia","Geracao distribuida","4"
"2017-10-16 00:00:00-03","Energia","News","Austrália","Energia","Geracao distribuida","2"
"2017-10-16 00:00:00-03","Energia","News","Brasil","Energia","Geracao distribuida","5"
"2017-10-16 00:00:00-03","Energia","News","Canadá","Energia","Geracao distribuida","2"
"2017-10-16 00:00:00-03","Energia","News","China","Energia","Geracao distribuida","3"
"2017-10-16 00:00:00-03","Energia","News","Espanha","Energia","Geracao distribuida","3"
"2017-10-16 00:00:00-03","Energia","News","França","Energia","Geracao distribuida","2"
"2017-10-16 00:00:00-03","Energia","News","Holanda","Energia","Geracao distribuida","1"
"2017-10-16 00:00:00-03","Energia","News","Itália","Energia","Geracao distribuida","2"
"2017-10-16 00:00:00-03","Energia","News","Japão","Energia","Geracao distribuida","2"
"2017-10-16 00:00:00-03","Energia","News","Reino Unido","Energia","Geracao distribuida","2"
"2017-10-16 00:00:00-03","Energia","News","Suécia","Energia","Geracao distribuida","1"
"2017-10-16 00:00:00-03","Energia","News","África do Sul","Energia","Geracao distribuida","2"
"2017-10-16 00:00:00-03","Energia","News","Índia","Energia","Geracao distribuida","2"
"2017-10-16 00:00:00-03","Energia","News","Alemanha","Energia","Redes inteligentes","1"
"2017-10-16 00:00:00-03","Energia","News","Brasil","Energia","Redes inteligentes","1"
"2017-10-16 00:00:00-03","Energia","News","China","Energia","Redes inteligentes","2"
"2017-10-16 00:00:00-03","Energia","News","México","Energia","Redes inteligentes","1"
"2017-10-16 00:00:00-03","Energia","News","Índia","Energia","Redes inteligentes","1"
"2017-10-16 00:00:00-03","Energia","News","Alemanha","Energia solar","Energia solar fotovoltaica","4"
"2017-10-16 00:00:00-03","Energia","News","Austrália","Energia solar","Energia solar fotovoltaica","2"
"2017-10-16 00:00:00-03","Energia","News","Brasil","Energia solar","Energia solar fotovoltaica","8"
"2017-10-16 00:00:00-03","Energia","News","Canadá","Energia solar","Energia solar fotovoltaica","2"
"2017-10-16 00:00:00-03","Energia","News","Chile","Energia solar","Energia solar fotovoltaica","1"
"2017-10-16 00:00:00-03","Energia","News","China","Energia solar","Energia solar fotovoltaica","3"
"2017-10-16 00:00:00-03","Energia","News","Espanha","Energia solar","Energia solar fotovoltaica","3"
"2017-10-16 00:00:00-03","Energia","News","Estados Unidos","Energia solar","Energia solar fotovoltaica","1"
"2017-10-16 00:00:00-03","Energia","News","França","Energia solar","Energia solar fotovoltaica","2"
"2017-10-16 00:00:00-03","Energia","News","Holanda","Energia solar","Energia solar fotovoltaica","1"
"2017-10-16 00:00:00-03","Energia","News","Itália","Energia solar","Energia solar fotovoltaica","2"
"2017-10-16 00:00:00-03","Energia","News","Japão","Energia solar","Energia solar fotovoltaica","2"
"2017-10-16 00:00:00-03","Energia","News","México","Energia solar","Energia solar fotovoltaica","1"
"2017-10-16 00:00:00-03","Energia","News","Reino Unido","Energia solar","Energia solar fotovoltaica","2"
"2017-10-16 00:00:00-03","Energia","News","Suécia","Energia solar","Energia solar fotovoltaica","1"
"2017-10-16 00:00:00-03","Energia","News","África do Sul","Energia solar","Energia solar fotovoltaica","2"
"2017-10-16 00:00:00-03","Energia","News","Índia","Energia solar","Energia solar fotovoltaica","2"
"2017-10-16 00:00:00-03","Energia","News","Alemanha","Energias Renovaveis","Biomassa","2"
"2017-10-16 00:00:00-03","Energia","News","Austrália","Energias Renovaveis","Biomassa","3"
"2017-10-16 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Biomassa","2"
"2017-10-16 00:00:00-03","Energia","News","Canadá","Energias Renovaveis","Biomassa","2"
"2017-10-16 00:00:00-03","Energia","News","China","Energias Renovaveis","Biomassa","2"
"2017-10-16 00:00:00-03","Energia","News","Espanha","Energias Renovaveis","Biomassa","2"
"2017-10-16 00:00:00-03","Energia","News","Filipinas","Energias Renovaveis","Biomassa","1"
"2017-10-16 00:00:00-03","Energia","News","França","Energias Renovaveis","Biomassa","2"
"2017-10-16 00:00:00-03","Energia","News","Hong Kong","Energias Renovaveis","Biomassa","1"
"2017-10-16 00:00:00-03","Energia","News","Itália","Energias Renovaveis","Biomassa","3"
