"weekly","doc_category","doc_source_type","country","term_category","term","count"
"2017-12-04 00:00:00-03","Tic","News","Alemanha","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Arábia Saudita","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Brasil","TIC","Inteligência Artificial","7"
"2017-12-04 00:00:00-03","Tic","News","Canadá","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","China","TIC","Inteligência Artificial","3"
"2017-12-04 00:00:00-03","Tic","News","Coréia do Sul","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Egito","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Estados Unidos","TIC","Inteligência Artificial","9"
"2017-12-04 00:00:00-03","Tic","News","Filipinas","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","França","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Gana","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Indonésia","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Inglaterra","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Irã","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Israel","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Japão","TIC","Inteligência Artificial","3"
"2017-12-04 00:00:00-03","Tic","News","Jordânia","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Malásia","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Reino Unido","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Rússia","TIC","Inteligência Artificial","2"
"2017-12-04 00:00:00-03","Tic","News","Suécia","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Tailândia","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Taiwan","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Tunísia","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Turquia","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Ucrânia","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Vietnã","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Índia","TIC","Inteligência Artificial","1"
"2017-12-04 00:00:00-03","Tic","News","Brasil","TIC","Marketing Digital","1"
"2017-12-04 00:00:00-03","Tic","News","Estados Unidos","TIC","Marketing Digital","1"
"2017-12-04 00:00:00-03","Tic","News","França","TIC","Marketing Digital","1"
"2017-12-04 00:00:00-03","Tic","News","Colômbia","TIC","Robótica","2"
"2017-12-04 00:00:00-03","Tic","News","Coréia do Sul","TIC","Robótica","1"
"2017-12-04 00:00:00-03","Tic","News","França","TIC","Robótica","1"
"2017-12-04 00:00:00-03","Tic","News","Japão","TIC","Robótica","1"
"2017-12-04 00:00:00-03","Tic","News","Índia","TIC","Robótica","1"
"2017-12-04 00:00:00-03","Tic","News","Brasil","TIC","Sistemas Operacionais","2"
"2017-12-04 00:00:00-03","Tic","News","Canadá","TIC","Sistemas Operacionais","1"
"2017-12-04 00:00:00-03","Tic","News","China","TIC","Sistemas Operacionais","2"
"2017-12-04 00:00:00-03","Tic","News","Estados Unidos","TIC","Sistemas Operacionais","1"
"2017-12-04 00:00:00-03","Tic","News","Japão","TIC","Sistemas Operacionais","1"
"2017-12-04 00:00:00-03","Tic","Twitter","China","Empreendedorismo","E-Commerce","1"
"2017-12-11 00:00:00-03","Agroalimentar","News","Brasil","Agroalimentar","Processos","2"
"2017-12-11 00:00:00-03","Agroalimentar","News","China","Agroalimentar","Processos","1"
"2017-12-11 00:00:00-03","Agroalimentar","News","Dinamarca","Agroalimentar","Processos","1"
"2017-12-11 00:00:00-03","Agroalimentar","News","Estados Unidos","Agroalimentar","Processos","2"
"2017-12-11 00:00:00-03","Agroalimentar","News","Inglaterra","Agroalimentar","Processos","1"
"2017-12-11 00:00:00-03","Agroalimentar","News","Japão","Agroalimentar","Processos","1"
"2017-12-11 00:00:00-03","Agroalimentar","News","Paraguai","Agroalimentar","Processos","1"
"2017-12-11 00:00:00-03","BensDeCapital","Facebook","Brasil","Bens de Capital","Automacao","2"
"2017-12-11 00:00:00-03","BensDeCapital","News","Taiwan","Automacao","Manufatura digital","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Canadá","Bens de Capital","Automacao","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Cingapura","Bens de Capital","Automacao","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Japão","Bens de Capital","Automacao","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Suécia","Bens de Capital","Automacao","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Taiwan","Bens de Capital","Conectividade","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Alemanha","Bens de Capital","Manufatura aditiva","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Cingapura","Bens de Capital","Manufatura aditiva","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Estados Unidos","Bens de Capital","Manufatura aditiva","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","França","Bens de Capital","Manufatura aditiva","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Japão","Bens de Capital","Manufatura aditiva","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Polônia","Bens de Capital","Manufatura aditiva","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Suécia","Bens de Capital","Manufatura aditiva","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Taiwan","Bens de Capital","Manufatura aditiva","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Índia","Bens de Capital","Manufatura aditiva","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Cingapura","Bens de Capital","Modelagem e simulacao","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Colômbia","Bens de Capital","Modelagem e simulacao","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","França","Bens de Capital","Modelagem e simulacao","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Portugal","Bens de Capital","Modelagem e simulacao","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Suécia","Bens de Capital","Modelagem e simulacao","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Alemanha","Bens de Capital","Nanotecnologia","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Estados Unidos","Bens de Capital","Nanotecnologia","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Polônia","Bens de Capital","Nanotecnologia","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Alemanha","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Brasil","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","China","Manufatura aditiva","Impressao 3D","2"
"2017-12-11 00:00:00-03","BensDeCapital","News","Cingapura","Manufatura aditiva","Impressao 3D","3"
"2017-12-11 00:00:00-03","BensDeCapital","News","Colômbia","Manufatura aditiva","Impressao 3D","2"
"2017-12-11 00:00:00-03","BensDeCapital","News","Estados Unidos","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","França","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Geórgia","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Japão","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Polônia","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Portugal","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Rússia","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Suécia","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Taiwan","Manufatura aditiva","Impressao 3D","2"
"2017-12-11 00:00:00-03","BensDeCapital","News","África do Sul","Manufatura aditiva","Impressao 3D","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Índia","Manufatura aditiva","Impressao 3D","2"
"2017-12-11 00:00:00-03","BensDeCapital","News","Brasil","Manufatura aditiva","Novos Materiais","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","China","Manufatura aditiva","Novos Materiais","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Rússia","Manufatura aditiva","Novos Materiais","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","África do Sul","Manufatura aditiva","Novos Materiais","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Índia","Manufatura aditiva","Novos Materiais","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Cingapura","Nanotecnologia","Revestimento e aditivo","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Japão","Nanotecnologia","Revestimento e aditivo","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Taiwan","Nanotecnologia","Revestimento e aditivo","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Índia","Nanotecnologia","Revestimento e aditivo","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Brasil","Sustentabilidade","Eficiencia Energetica","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","China","Sustentabilidade","Eficiencia Energetica","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Rússia","Sustentabilidade","Eficiencia Energetica","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","África do Sul","Sustentabilidade","Eficiencia Energetica","1"
"2017-12-11 00:00:00-03","BensDeCapital","News","Índia","Sustentabilidade","Eficiencia Energetica","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Argentina","Celulose e Papel","Biotecnologia","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Brasil","Celulose e Papel","Biotecnologia","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Irã","Celulose e Papel","Biotecnologia","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Israel","Celulose e Papel","Biotecnologia","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Paraguai","Celulose e Papel","Biotecnologia","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Venezuela","Celulose e Papel","Biotecnologia","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Brasil","Celulose e Papel","Geracao de Energia Renovavel","3"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Dinamarca","Celulose e Papel","Geracao de Energia Renovavel","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","França","Celulose e Papel","Geracao de Energia Renovavel","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Inglaterra","Celulose e Papel","Geracao de Energia Renovavel","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Israel","Celulose e Papel","Geracao de Energia Renovavel","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Suécia","Celulose e Papel","Geracao de Energia Renovavel","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Brasil","Celulose e Papel","Papeis Especiais e Embalagens Ativas","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Canadá","Celulose e Papel","Papeis Especiais e Embalagens Ativas","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Argentina","Celulose e Papel","Sustentabilidade","2"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Brasil","Celulose e Papel","Sustentabilidade","18"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Chile","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","China","Celulose e Papel","Sustentabilidade","2"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Costa Rica","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Espanha","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Estados Unidos","Celulose e Papel","Sustentabilidade","2"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Finlândia","Celulose e Papel","Sustentabilidade","3"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","França","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Holanda","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Irã","Celulose e Papel","Sustentabilidade","2"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Islândia","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Israel","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Itália","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","México","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Noruega","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Paraguai","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Portugal","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Sudão","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Suécia","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Suíça","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Uruguai","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Venezuela","Celulose e Papel","Sustentabilidade","2"
"2017-12-11 00:00:00-03","CeluloseEPapel","News","Índia","Celulose e Papel","Sustentabilidade","1"
"2017-12-11 00:00:00-03","Ceramica","News","Alemanha","Ceramica","Design","1"
"2017-12-11 00:00:00-03","Ceramica","News","Arábia Saudita","Ceramica","Design","1"
"2017-12-11 00:00:00-03","Ceramica","News","Canadá","Ceramica","Design","1"
"2017-12-11 00:00:00-03","Ceramica","News","Cingapura","Ceramica","Design","1"
"2017-12-11 00:00:00-03","Ceramica","News","Colômbia","Ceramica","Design","2"
"2017-12-11 00:00:00-03","Ceramica","News","Japão","Ceramica","Design","1"
"2017-12-11 00:00:00-03","Ceramica","News","Arábia Saudita","Compositos","Metal","1"
"2017-12-11 00:00:00-03","Ceramica","News","China","Compositos","Metal","1"
"2017-12-11 00:00:00-03","Ceramica","News","Japão","Compositos","Metal","1"
"2017-12-11 00:00:00-03","Ceramica","News","Alemanha","Compositos","Polimeros","1"
"2017-12-11 00:00:00-03","Ceramica","News","Inglaterra","Compositos","Polimeros","1"
"2017-12-11 00:00:00-03","Ceramica","News","Itália","Compositos","Polimeros","1"
"2017-12-11 00:00:00-03","Ceramica","News","Japão","Energia e Meio Ambiente","Celulas a combustivel de oxido solido","1"
"2017-12-11 00:00:00-03","Ceramica","News","Cingapura","Engenharia","Compositos","1"
"2017-12-11 00:00:00-03","Ceramica","News","Colômbia","Engenharia","Compositos","1"
"2017-12-11 00:00:00-03","ConstrucaoCivil","Facebook","Brasil","Reducao do Impacto Ambiental","Construcao Verde","1"
"2017-12-11 00:00:00-03","ConstrucaoCivil","News","Irã","Construcao Civil","Tecnologia de Informacao e Comunicacao","1"
"2017-12-11 00:00:00-03","ConstrucaoCivil","News","Brasil","Energia Renovavel","Energia Solar","1"
"2017-12-11 00:00:00-03","ConstrucaoCivil","News","Brasil","Reducao do Impacto Ambiental","Construcao Verde","1"
"2017-12-11 00:00:00-03","ConstrucaoCivil","News","México","Reducao do Impacto Ambiental","Construcao Verde","1"
"2017-12-11 00:00:00-03","ConstrucaoCivil","News","México","Reducao do Impacto Ambiental","Energia Renovavel","1"
"2017-12-11 00:00:00-03","ConstrucaoCivil","News","Irã","Tecnologia de Informacao e Comunicacao","Modelagem da Informacao do Edificio","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","Facebook","China","Economia do Mar","Industria Naval","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Brasil","Economia do Mar","Industria Naval","2"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","China","Economia do Mar","Industria Naval","2"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Coréia do Sul","Economia do Mar","Industria Naval","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Espanha","Economia do Mar","Industria Naval","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Filipinas","Economia do Mar","Industria Naval","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Japão","Economia do Mar","Industria Naval","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Noruega","Economia do Mar","Industria Naval","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Panamá","Economia do Mar","Industria Naval","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Portugal","Economia do Mar","Industria Naval","2"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Reino Unido","Economia do Mar","Industria Naval","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Brasil","Economia do Mar","Portos e Transportes Maritimos","2"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","China","Economia do Mar","Portos e Transportes Maritimos","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Dinamarca","Economia do Mar","Portos e Transportes Maritimos","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Espanha","Economia do Mar","Portos e Transportes Maritimos","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Irã","Economia do Mar","Portos e Transportes Maritimos","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Noruega","Economia do Mar","Portos e Transportes Maritimos","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Panamá","Economia do Mar","Portos e Transportes Maritimos","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Portugal","Economia do Mar","Portos e Transportes Maritimos","3"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Reino Unido","Economia do Mar","Portos e Transportes Maritimos","2"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Somália","Economia do Mar","Portos e Transportes Maritimos","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Espanha","Recursos Oceanicos","Robotica","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Noruega","Recursos Oceanicos","Robotica","1"
"2017-12-11 00:00:00-03","EconomiaDoMar","News","Portugal","Recursos Oceanicos","Robotica","1"
"2017-12-11 00:00:00-03","Energia","News","Arábia Saudita","Energia","Eficiencia energetica","1"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energia","Eficiencia energetica","4"
"2017-12-11 00:00:00-03","Energia","News","China","Energia","Eficiencia energetica","2"
"2017-12-11 00:00:00-03","Energia","News","Estados Unidos","Energia","Eficiencia energetica","2"
"2017-12-11 00:00:00-03","Energia","News","Japão","Energia","Eficiencia energetica","2"
"2017-12-11 00:00:00-03","Energia","News","Índia","Energia","Eficiencia energetica","1"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energia","Energias Renovaveis","3"
"2017-12-11 00:00:00-03","Energia","News","México","Energia","Energias Renovaveis","1"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energia","Fontes energeticas","1"
"2017-12-11 00:00:00-03","Energia","News","Irã","Energia","Fontes energeticas","1"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energia","Geracao distribuida","3"
"2017-12-11 00:00:00-03","Energia","News","Estados Unidos","Energia","Geracao distribuida","1"
"2017-12-11 00:00:00-03","Energia","News","Irã","Energia","Geracao distribuida","2"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energia","Microgeracao","1"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energia","Sistema de compensacao de energia","1"
"2017-12-11 00:00:00-03","Energia","News","Irã","Energia","Sistema de compensacao de energia","2"
"2017-12-11 00:00:00-03","Energia","News","Arábia Saudita","Energia","armazenamento de energia","1"
"2017-12-11 00:00:00-03","Energia","News","China","Energia","armazenamento de energia","1"
"2017-12-11 00:00:00-03","Energia","News","Japão","Energia","armazenamento de energia","1"
"2017-12-11 00:00:00-03","Energia","News","Índia","Energia","armazenamento de energia","1"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energia solar","Energia solar fotovoltaica","6"
"2017-12-11 00:00:00-03","Energia","News","Irã","Energia solar","Energia solar fotovoltaica","3"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Bioenergia","1"
"2017-12-11 00:00:00-03","Energia","News","Irã","Energias Renovaveis","Bioenergia","1"
"2017-12-11 00:00:00-03","Energia","News","Austrália","Energias Renovaveis","Biomassa","1"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Biomassa","1"
"2017-12-11 00:00:00-03","Energia","News","Filipinas","Energias Renovaveis","Biomassa","1"
"2017-12-11 00:00:00-03","Energia","News","Hong Kong","Energias Renovaveis","Biomassa","1"
"2017-12-11 00:00:00-03","Energia","News","Irã","Energias Renovaveis","Biomassa","1"
"2017-12-11 00:00:00-03","Energia","News","Itália","Energias Renovaveis","Biomassa","1"
"2017-12-11 00:00:00-03","Energia","News","Portugal","Energias Renovaveis","Biomassa","1"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Biometano","1"
"2017-12-11 00:00:00-03","Energia","News","Irã","Energias Renovaveis","Biometano","1"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Energia eolica","1"
"2017-12-11 00:00:00-03","Energia","News","Japão","Energias Renovaveis","Energia eolica","1"
"2017-12-11 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Energia solar","5"
"2017-12-11 00:00:00-03","Energia","News","Estados Unidos","Energias Renovaveis","Energia solar","1"
"2017-12-11 00:00:00-03","Energia","News","Irã","Energias Renovaveis","Energia solar","3"
"2017-12-11 00:00:00-03","Energia","News","Arábia Saudita","Energias nao Renovaveis","Carvao","1"
"2017-12-11 00:00:00-03","Energia","News","China","Energias nao Renovaveis","Carvao","1"
"2017-12-11 00:00:00-03","Energia","News","Japão","Energias nao Renovaveis","Carvao","1"
"2017-12-11 00:00:00-03","Energia","News","Índia","Energias nao Renovaveis","Carvao","1"
"2017-12-11 00:00:00-03","Energia","News","China","Mobilidade Eletrica","Veiculos eletricos","1"
"2017-12-11 00:00:00-03","Energia","News","Estados Unidos","Mobilidade Eletrica","Veiculos eletricos","1"
"2017-12-11 00:00:00-03","Energia","Twitter","Brasil","Energia","Microgeracao","1"
"2017-12-11 00:00:00-03","Energia","Twitter","Brasil","Energia solar","Energia solar fotovoltaica","1"
"2017-12-11 00:00:00-03","Energia","Twitter","China","Energias nao Renovaveis","Energia nuclear","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","Facebook","México","Industrias Emergentes","Industria Automobilistica","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Estados Unidos","Industria Automobilistica","Colaboracao","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Japão","Industria Automobilistica","Colaboracao","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","México","Industria Automobilistica","Colaboracao","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Alemanha","Industria Automobilistica","Design De Interiores","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","França","Industria Automobilistica","Design De Interiores","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","China","Industria Automobilistica","Veiculos Eletricos","2"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Estados Unidos","Industria Automobilistica","Veiculos Eletricos","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","França","Industria Automobilistica","Veiculos Eletricos","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Japão","Industria Automobilistica","Veiculos Eletricos","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","China","Industria Automobilistica","Veiculos Hibridos","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Estados Unidos","Industria Automobilistica","Veiculos Hibridos","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Japão","Industria Automobilistica","Veiculos Hibridos","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","China","Industrias Emergentes","Industria Automobilistica","3"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","França","Industrias Emergentes","Industria Automobilistica","2"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Finlândia","Setor Aeronautico","Aviacao Sem Piloto","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Itália","Setor Aeronautico","Aviacao Sem Piloto","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Austrália","Setor Aeronautico","Certificacao","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Estados Unidos","Setor Aeronautico","Certificacao","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","México","Setor Aeronautico","Certificacao","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Brasil","Setor Aeronautico","Sustentabilidade","3"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Grã-Bretanha","Setor Aeronautico","Sustentabilidade","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Alemanha","Setor Ferroviario","Conectividade","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","China","Setor Ferroviario","Conectividade","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","França","Setor Ferroviario","Conectividade","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Israel","Setor Ferroviario","Conectividade","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","República Tcheca","Setor Ferroviario","Conectividade","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Suécia","Setor Ferroviario","Conectividade","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Índia","Setor Ferroviario","Conectividade","1"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Brasil","Setor Ferroviario","Intermodalidade","3"
"2017-12-11 00:00:00-03","IndustriasEmergentes","News","Rússia","Setor Ferroviario","Intermodalidade","3"
"2017-12-11 00:00:00-03","MeioAmbiente","Facebook","Brasil","Recursos Hidricos","Monitoramento","1"
"2017-12-11 00:00:00-03","MeioAmbiente","Facebook","Brasil","Uso Racional dos Recursos Naturais","Qualidade do ar","1"
"2017-12-11 00:00:00-03","MeioAmbiente","Facebook","Brasil","Uso Racional dos Recursos Naturais","Residuo Solido","1"
"2017-12-11 00:00:00-03","MeioAmbiente","News","Brasil","Aproveitamento Energetico","Incineracao","1"
"2017-12-11 00:00:00-03","MeioAmbiente","News","Brasil","Meio Ambiente","Economia de Baixo Carbono","1"
"2017-12-11 00:00:00-03","MeioAmbiente","News","França","Meio Ambiente","Economia de Baixo Carbono","1"
"2017-12-11 00:00:00-03","MeioAmbiente","News","Brasil","Recursos Hidricos","Monitoramento","5"
"2017-12-11 00:00:00-03","MeioAmbiente","News","Chile","Recursos Hidricos","Monitoramento","1"
"2017-12-11 00:00:00-03","MeioAmbiente","News","China","Recursos Hidricos","Monitoramento","1"
"2017-12-11 00:00:00-03","MeioAmbiente","News","Estados Unidos","Recursos Hidricos","Monitoramento","1"
"2017-12-11 00:00:00-03","MeioAmbiente","News","França","Recursos Hidricos","Monitoramento","1"
"2017-12-11 00:00:00-03","MeioAmbiente","News","Holanda","Recursos Hidricos","Monitoramento","1"
